transaction_id,user_id,merchant_id,amount,transaction_time,city,state,device_id,device_type,bank_name,merchant_category,payment_method,transaction_status,failure_reason,fraud_flag,hour_of_day,midnight_flag,high_value_flag,new_device_flag,velocity_flag,location_risk_flag,risk_score,risk_level
TXN0027964,U00929,M4370,1274.04,2025-08-26 07:26:00,Chennai,Tamil Nadu,DEV89905,Android,HDFC,Travel,Wallet,Success,,0,7,0,0,0,0,0,0,Low
TXN0027965,U02401,M4074,404.79,2025-04-24 17:10:00,Delhi,Delhi,DEV86483,Android,Axis,Pharmacy,UPI,Success,,0,17,0,0,0,0,1,15,Low
TXN0027966,U03607,M3170,1759.16,2025-03-01 04:38:00,Hyderabad,Telangana,DEV88774,iPhone,ICICI,Pharmacy,Debit Card,Success,,0,4,1,0,0,0,0,20,Low
TXN0027967,U00945,M8590,1049.15,2025-03-18 21:37:00,Chennai,Tamil Nadu,DEV69048,Android,Kotak,Pharmacy,Debit Card,Success,,0,21,0,0,0,0,0,0,Low
TXN0027968,U04037,M9776,2125.06,2025-03-21 09:46:00,Jaipur,Rajasthan,DEV36406,Android,Axis,Food Delivery,Wallet,Success,,0,9,0,0,0,0,0,0,Low
TXN0027969,U02924,M2302,6089.64,2025-06-27 10:26:00,Lucknow,Uttar Pradesh,DEV97392,Android,Yes Bank,Pharmacy,Wallet,Success,,0,10,0,0,0,0,0,0,Low
TXN0027970,U01119,M5880,1504.67,2025-09-23 00:11:00,Delhi,Delhi,DEV34727,Android,Kotak,Travel,Credit Card,Success,,0,0,1,0,0,0,1,35,Medium
TXN0027971,U00864,M3791,3096.48,2025-10-20 10:32:00,Delhi,Delhi,DEV88222,iPhone,Axis,Travel,UPI,Success,,0,10,0,0,0,0,1,15,Low
TXN0027972,U00046,M6908,2797.07,2025-06-09 20:54:00,Lucknow,Uttar Pradesh,DEV44671,Android,Kotak,Utilities,Credit Card,Success,,0,20,0,0,0,0,0,0,Low
TXN0027973,U04080,M2651,5096.74,2025-12-02 09:36:00,Bangalore,Karnataka,DEV85082,Android,SBI,Travel,Credit Card,Success,,0,9,0,0,0,0,0,0,Low
TXN0027974,U03835,M2853,481.64,2025-08-05 12:15:00,Ahmedabad,Gujarat,DEV87580,Android,Axis,Travel,UPI,Success,,0,12,0,0,0,0,0,0,Low
TXN0027975,U03377,M3008,3512.71,2025-04-20 02:28:00,Pune,Maharashtra,DEV74451,iPhone,PNB,Fuel,Debit Card,Success,,0,2,1,0,0,0,0,20,Low
TXN0027976,U04543,M9500,4718.74,2025-06-05 10:38:00,Ahmedabad,Gujarat,DEV36253,Android,SBI,Pharmacy,Debit Card,Success,,0,10,0,0,0,0,0,0,Low
TXN0027977,U02538,M5937,997.67,2025-03-05 09:27:00,Mumbai,Maharashtra,DEV49110,iPhone,SBI,Fashion,UPI,Success,,0,9,0,0,0,0,1,15,Low
TXN0027978,U01887,M7577,753.22,2025-11-05 06:50:00,Pune,Maharashtra,DEV77286,iPhone,Axis,Pharmacy,Credit Card,Success,,0,6,0,0,0,0,0,0,Low
TXN0027979,U00404,M4258,6074.61,2025-07-26 15:58:00,Jaipur,Rajasthan,DEV16658,Android,HDFC,Electronics,Credit Card,Success,,0,15,0,0,0,0,0,0,Low
TXN0027980,U03607,M6094,1975.75,2025-02-26 04:42:00,Kolkata,West Bengal,DEV88774,iPhone,HDFC,Electronics,Debit Card,Failed,UPI Server Down,0,4,1,0,0,0,0,20,Low
TXN0027981,U01057,M7796,958.26,2025-02-24 18:14:00,Hyderabad,Telangana,DEV27172,iPhone,Yes Bank,Utilities,UPI,Failed,Bank Timeout,0,18,0,0,0,0,0,0,Low
TXN0027982,U02578,M1203,3138.78,2025-03-04 23:16:00,Chennai,Tamil Nadu,DEV34219,iPhone,SBI,Electronics,Credit Card,Success,,0,23,0,0,0,0,0,0,Low
TXN0027983,U01866,M8020,726.17,2025-12-26 15:02:00,Delhi,Delhi,DEV75916,Android,SBI,Fuel,UPI,Success,,0,15,0,0,0,0,1,15,Low
TXN0027984,U00994,M4740,388.16,2025-04-18 10:11:00,Bangalore,Karnataka,DEV21970,iPhone,SBI,Utilities,Debit Card,Success,,0,10,0,0,0,0,0,0,Low
TXN0027985,U02029,M8996,1570.39,2025-04-30 12:32:00,Ahmedabad,Gujarat,DEV62431,Android,HDFC,Pharmacy,Debit Card,Failed,UPI Server Down,0,12,0,0,0,0,0,0,Low
TXN0027986,U04165,M2442,1670.4,2025-10-04 14:23:00,Lucknow,Uttar Pradesh,DEV82628,iPhone,Yes Bank,Fuel,Debit Card,Failed,UPI Server Down,0,14,0,0,0,0,0,0,Low
TXN0027987,U01494,M1848,3494.49,2025-06-05 15:18:00,Delhi,Delhi,DEV72163,iPhone,Yes Bank,Utilities,Credit Card,Success,,0,15,0,0,0,0,1,15,Low
TXN0027988,U04807,M8928,1221.39,2025-09-08 23:35:00,Bangalore,Karnataka,DEV71510,Android,PNB,Utilities,Credit Card,Success,,0,23,0,0,0,0,0,0,Low
TXN0027989,U03400,M4043,3370.33,2025-02-22 05:17:00,Bangalore,Karnataka,DEV24969,Android,PNB,Travel,Credit Card,Success,,0,5,0,0,0,0,0,0,Low
TXN0027990,U04944,M6815,745.96,2025-01-22 10:01:00,Jaipur,Rajasthan,DEV49179,Android,HDFC,Grocery,UPI,Success,,0,10,0,0,0,0,0,0,Low
TXN0027991,U02829,M9703,1713.07,2025-09-02 06:55:00,Jaipur,Rajasthan,DEV83249,iPhone,Yes Bank,Travel,Wallet,Success,,0,6,0,0,0,0,0,0,Low
TXN0027992,U02389,M2647,467.58,2025-11-18 22:02:00,Bangalore,Karnataka,DEV61697,Android,SBI,Food Delivery,UPI,Success,,0,22,0,0,1,0,0,30,Low
TXN0027993,U00299,M7991,973.72,2025-01-07 17:07:00,Mumbai,Maharashtra,DEV47388,iPhone,HDFC,Pharmacy,Credit Card,Success,,0,17,0,0,0,0,1,15,Low
TXN0027994,U02427,M2795,3897.38,2025-06-29 04:58:00,Ahmedabad,Gujarat,DEV28098,Android,HDFC,Fuel,UPI,Success,,0,4,1,0,0,0,0,20,Low
TXN0027995,U03498,M9517,486.66,2025-06-09 18:45:00,Chennai,Tamil Nadu,DEV54270,Android,HDFC,Fashion,Debit Card,Success,,0,18,0,0,0,0,0,0,Low
TXN0027996,U03355,M6067,3323.98,2025-01-28 15:00:00,Hyderabad,Telangana,DEV82733,iPhone,Kotak,Fashion,Wallet,Success,,0,15,0,0,0,0,0,0,Low
TXN0027997,U02750,M6575,665.0,2025-07-27 22:51:00,Bangalore,Karnataka,DEV17398,iPhone,Yes Bank,Electronics,UPI,Success,,0,22,0,0,0,0,0,0,Low
TXN0027998,U02443,M6268,70.2,2025-07-11 10:28:00,Chennai,Tamil Nadu,DEV98587,Android,PNB,Travel,Wallet,Success,,0,10,0,0,0,0,0,0,Low
TXN0027999,U04286,M3250,232.92,2025-06-22 15:09:00,Ahmedabad,Gujarat,DEV78493,Android,HDFC,Food Delivery,Credit Card,Success,,0,15,0,0,0,0,0,0,Low
TXN0028000,U00483,M4185,2739.89,2025-03-26 09:50:00,Pune,Maharashtra,DEV80282,Android,Axis,Electronics,UPI,Success,,0,9,0,0,0,0,0,0,Low
TXN0028001,U00250,M9953,607.82,2025-01-31 02:40:00,Kolkata,West Bengal,DEV96374,Android,HDFC,Grocery,UPI,Success,,0,2,1,0,0,0,0,20,Low
TXN0028002,U04823,M6737,2123.47,2025-01-19 09:09:00,Bangalore,Karnataka,DEV40801,Android,Kotak,Fuel,UPI,Failed,Authentication Failure,0,9,0,0,0,0,0,0,Low
TXN0028003,U04865,M6891,2402.61,2025-08-07 00:46:00,Kolkata,West Bengal,DEV96136,iPhone,PNB,Pharmacy,UPI,Success,,0,0,1,0,0,0,0,20,Low
TXN0028004,U01565,M3187,846.6,2025-04-24 04:18:00,Mumbai,Maharashtra,DEV38469,Android,Yes Bank,Fuel,Debit Card,Fraud,,1,4,1,0,1,0,1,65,High
TXN0028005,U02850,M5308,1288.41,2025-09-03 05:40:00,Hyderabad,Telangana,DEV79946,Android,SBI,Utilities,Wallet,Success,,0,5,0,0,0,0,0,0,Low
TXN0028006,U01811,M2056,1034.25,2025-04-26 16:59:00,Pune,Maharashtra,DEV65496,iPhone,PNB,Fuel,UPI,Failed,Insufficient Balance,0,16,0,0,0,0,0,0,Low
TXN0028007,U01840,M3515,5888.14,2025-05-23 04:10:00,Ahmedabad,Gujarat,DEV33703,iPhone,HDFC,Fashion,Debit Card,Success,,0,4,1,0,0,0,0,20,Low
TXN0028008,U00461,M3308,771.17,2025-02-19 20:09:00,Pune,Maharashtra,DEV15075,iPhone,Axis,Pharmacy,Wallet,Success,,0,20,0,0,0,0,0,0,Low
TXN0028009,U01030,M2270,405.02,2025-02-24 17:46:00,Jaipur,Rajasthan,DEV77901,iPhone,SBI,Grocery,UPI,Success,,0,17,0,0,1,0,0,30,Low
TXN0028010,U00330,M8840,910.13,2025-07-01 16:02:00,Delhi,Delhi,DEV25713,Android,PNB,Grocery,Credit Card,Success,,0,16,0,0,0,0,1,15,Low
TXN0028011,U01447,M5595,2214.39,2025-09-07 21:15:00,Mumbai,Maharashtra,DEV99928,Android,SBI,Fuel,Wallet,Success,,0,21,0,0,0,0,1,15,Low
TXN0028012,U01684,M5708,2390.44,2025-08-23 15:46:00,Pune,Maharashtra,DEV29194,Android,ICICI,Utilities,Credit Card,Success,,0,15,0,0,0,0,0,0,Low
TXN0028013,U01868,M1732,5155.55,2025-10-23 07:36:00,Delhi,Delhi,DEV64874,iPhone,ICICI,Electronics,Credit Card,Success,,0,7,0,0,0,0,1,15,Low
TXN0028014,U00960,M4442,4269.98,2025-09-24 12:01:00,Lucknow,Uttar Pradesh,DEV49726,Android,ICICI,Fashion,Wallet,Success,,0,12,0,0,1,0,0,30,Low
TXN0028015,U03216,M2543,680.26,2025-05-18 05:01:00,Hyderabad,Telangana,DEV62378,Android,PNB,Pharmacy,UPI,Success,,0,5,0,0,0,0,0,0,Low
TXN0028016,U04972,M8848,1214.54,2025-08-01 23:03:00,Hyderabad,Telangana,DEV98374,Android,Axis,Fashion,Wallet,Success,,0,23,0,0,0,0,0,0,Low
TXN0028017,U01626,M3491,2750.86,2025-07-26 03:02:00,Bangalore,Karnataka,DEV59834,iPhone,ICICI,Pharmacy,UPI,Success,,0,3,1,0,0,0,0,20,Low
TXN0028018,U04191,M8126,4966.71,2025-06-13 11:52:00,Kolkata,West Bengal,DEV13373,iPhone,Axis,Grocery,UPI,Success,,0,11,0,0,0,0,0,0,Low
TXN0028019,U00460,M4150,822.46,2025-04-10 12:37:00,Pune,Maharashtra,DEV29830,iPhone,Yes Bank,Electronics,Wallet,Success,,0,12,0,0,1,0,0,30,Low
TXN0028020,U01556,M2193,1175.56,2025-12-19 23:21:00,Hyderabad,Telangana,DEV84228,Android,Yes Bank,Travel,UPI,Success,,0,23,0,0,0,0,0,0,Low
TXN0028021,U02593,M8462,4594.76,2025-07-30 08:47:00,Lucknow,Uttar Pradesh,DEV11498,Android,Axis,Fashion,Credit Card,Success,,0,8,0,0,0,0,0,0,Low
TXN0028022,U00988,M5731,887.84,2025-06-06 23:53:00,Jaipur,Rajasthan,DEV20724,Android,Kotak,Pharmacy,Debit Card,Success,,0,23,0,0,1,0,0,30,Low
TXN0028023,U04833,M8774,1309.83,2025-06-07 23:46:00,Chennai,Tamil Nadu,DEV25559,iPhone,HDFC,Fashion,UPI,Success,,0,23,0,0,0,0,0,0,Low
TXN0028024,U00709,M8786,4697.34,2025-05-08 06:19:00,Lucknow,Uttar Pradesh,DEV71644,iPhone,HDFC,Utilities,Debit Card,Failed,UPI Server Down,0,6,0,0,0,0,0,0,Low
TXN0028025,U03214,M5508,3241.43,2025-06-17 10:19:00,Kolkata,West Bengal,DEV98797,Android,SBI,Utilities,Wallet,Success,,0,10,0,0,0,0,0,0,Low
TXN0028026,U01811,M5628,557.92,2025-05-28 05:35:00,Hyderabad,Telangana,DEV65496,Android,Kotak,Grocery,Wallet,Success,,0,5,0,0,0,0,0,0,Low
TXN0028027,U02844,M8403,785.48,2025-03-12 13:18:00,Delhi,Delhi,DEV21352,iPhone,ICICI,Food Delivery,Debit Card,Success,,0,13,0,0,1,0,1,45,Medium
TXN0028028,U04277,M6342,870.69,2025-05-17 17:47:00,Bangalore,Karnataka,DEV62082,Android,Axis,Utilities,Debit Card,Success,,0,17,0,0,0,0,0,0,Low
TXN0028029,U02028,M4567,4877.69,2025-10-21 17:41:00,Ahmedabad,Gujarat,DEV67272,Android,Yes Bank,Food Delivery,Credit Card,Success,,0,17,0,0,0,0,0,0,Low
TXN0028030,U04405,M8932,13687.19,2025-02-10 21:36:00,Pune,Maharashtra,DEV39505,iPhone,Axis,Utilities,Wallet,Success,,0,21,0,0,0,1,0,35,Medium
TXN0028031,U04544,M5962,2974.48,2025-11-10 09:07:00,Pune,Maharashtra,DEV54914,Android,Kotak,Electronics,Credit Card,Failed,Insufficient Balance,0,9,0,0,0,0,0,0,Low
TXN0028032,U02345,M7383,1324.56,2025-11-18 06:29:00,Ahmedabad,Gujarat,DEV58915,iPhone,Yes Bank,Food Delivery,Credit Card,Success,,0,6,0,0,0,0,0,0,Low
TXN0028033,U04166,M4925,20.45,2025-11-26 14:33:00,Lucknow,Uttar Pradesh,DEV80795,Android,Axis,Fashion,Credit Card,Success,,0,14,0,0,0,0,0,0,Low
TXN0028034,U04067,M6092,2391.27,2025-01-30 14:35:00,Bangalore,Karnataka,DEV83659,Android,ICICI,Travel,Credit Card,Success,,0,14,0,0,0,0,0,0,Low
TXN0028035,U02549,M6126,986.5,2025-09-03 04:14:00,Bangalore,Karnataka,DEV27589,iPhone,HDFC,Utilities,UPI,Success,,0,4,1,0,0,0,0,20,Low
TXN0028036,U01043,M2181,2004.71,2025-08-27 02:41:00,Mumbai,Maharashtra,DEV70552,iPhone,Axis,Pharmacy,Wallet,Success,,0,2,1,0,0,0,1,35,Medium
TXN0028037,U00565,M6131,1866.33,2025-08-25 18:23:00,Hyderabad,Telangana,DEV91167,iPhone,PNB,Travel,Credit Card,Success,,0,18,0,0,0,0,0,0,Low
TXN0028038,U00901,M2937,1311.06,2025-06-26 13:33:00,Delhi,Delhi,DEV85631,Android,Kotak,Utilities,Debit Card,Success,,0,13,0,0,0,0,1,15,Low
TXN0028039,U01750,M6465,5778.69,2025-05-01 20:46:00,Hyderabad,Telangana,DEV55015,iPhone,PNB,Fashion,Debit Card,Success,,0,20,0,0,0,0,0,0,Low
TXN0028040,U01324,M8424,46.84,2025-07-25 08:24:00,Ahmedabad,Gujarat,DEV52992,Android,HDFC,Fuel,Credit Card,Success,,0,8,0,0,0,0,0,0,Low
TXN0028041,U01461,M7572,2490.51,2025-06-27 15:00:00,Jaipur,Rajasthan,DEV86724,Android,HDFC,Electronics,Debit Card,Success,,0,15,0,0,0,0,0,0,Low
TXN0028042,U01969,M3147,1054.72,2025-01-05 05:43:00,Pune,Maharashtra,DEV76535,Android,SBI,Utilities,Credit Card,Success,,0,5,0,0,0,0,0,0,Low
TXN0028043,U03743,M7707,2502.06,2025-09-15 04:56:00,Ahmedabad,Gujarat,DEV15772,Android,ICICI,Travel,UPI,Success,,0,4,1,0,0,0,0,20,Low
TXN0028044,U00784,M2486,2249.21,2025-02-20 17:56:00,Delhi,Delhi,DEV90728,iPhone,SBI,Fuel,Debit Card,Failed,UPI Server Down,0,17,0,0,0,0,1,15,Low
TXN0028045,U03289,M5113,20.58,2025-09-14 09:17:00,Delhi,Delhi,DEV90492,iPhone,SBI,Fuel,UPI,Success,,0,9,0,0,0,0,1,15,Low
TXN0028046,U04234,M7312,671.89,2025-10-10 01:38:00,Lucknow,Uttar Pradesh,DEV82561,Android,SBI,Electronics,Wallet,Success,,0,1,1,0,0,0,0,20,Low
TXN0028047,U01075,M6613,419.2,2025-04-20 02:14:00,Chennai,Tamil Nadu,DEV70482,Android,ICICI,Fuel,Debit Card,Success,,0,2,1,0,0,0,0,20,Low
TXN0028048,U03116,M8686,365.41,2025-08-21 03:02:00,Kolkata,West Bengal,DEV73469,Android,Kotak,Fashion,UPI,Success,,0,3,1,0,0,0,0,20,Low
TXN0028049,U03449,M9500,2607.41,2025-07-07 12:33:00,Pune,Maharashtra,DEV27771,iPhone,SBI,Fashion,Debit Card,Success,,0,12,0,0,0,0,0,0,Low
TXN0028050,U04678,M2192,547.69,2025-09-17 03:15:00,Lucknow,Uttar Pradesh,DEV36181,iPhone,Yes Bank,Food Delivery,Credit Card,Success,,0,3,1,0,0,0,0,20,Low
TXN0028051,U02864,M1532,1287.71,2025-12-14 04:24:00,Jaipur,Rajasthan,DEV51015,Android,SBI,Fuel,Wallet,Success,,0,4,1,0,0,0,0,20,Low
TXN0028052,U00929,M4358,567.35,2025-12-08 16:54:00,Mumbai,Maharashtra,DEV80877,iPhone,SBI,Utilities,Credit Card,Success,,0,16,0,0,1,0,1,45,Medium
TXN0028053,U04396,M1582,1736.11,2025-01-29 03:46:00,Jaipur,Rajasthan,DEV47364,iPhone,HDFC,Utilities,UPI,Success,,0,3,1,0,0,0,0,20,Low
TXN0028054,U04160,M2730,2550.03,2025-01-16 10:41:00,Chennai,Tamil Nadu,DEV23272,iPhone,ICICI,Travel,UPI,Success,,0,10,0,0,0,0,0,0,Low
TXN0028055,U01756,M3763,804.17,2025-09-01 12:04:00,Pune,Maharashtra,DEV42472,Android,PNB,Grocery,UPI,Success,,0,12,0,0,0,0,0,0,Low
TXN0028056,U03485,M8585,1847.74,2025-07-15 20:22:00,Lucknow,Uttar Pradesh,DEV93209,iPhone,HDFC,Food Delivery,UPI,Success,,0,20,0,0,0,0,0,0,Low
TXN0028057,U03723,M4034,3484.28,2025-09-23 01:52:00,Lucknow,Uttar Pradesh,DEV92251,Android,Yes Bank,Pharmacy,UPI,Success,,0,1,1,0,0,0,0,20,Low
TXN0028058,U04667,M2388,197.93,2025-07-15 17:34:00,Ahmedabad,Gujarat,DEV64896,iPhone,Kotak,Fashion,Debit Card,Success,,0,17,0,0,0,0,0,0,Low
TXN0028059,U02260,M4865,2480.38,2025-08-28 19:03:00,Pune,Maharashtra,DEV50970,Android,Kotak,Grocery,Wallet,Success,,0,19,0,0,0,0,0,0,Low
TXN0028060,U02831,M9753,780.6,2025-07-07 15:44:00,Mumbai,Maharashtra,DEV72835,iPhone,HDFC,Fashion,UPI,Success,,0,15,0,0,0,0,1,15,Low
TXN0028061,U02290,M6189,261.7,2025-12-12 11:50:00,Hyderabad,Telangana,DEV60196,Android,Kotak,Fuel,Wallet,Success,,0,11,0,0,1,0,0,30,Low
TXN0028062,U01327,M2085,1577.79,2025-06-07 09:28:00,Jaipur,Rajasthan,DEV94889,iPhone,Yes Bank,Fuel,UPI,Success,,0,9,0,0,0,0,0,0,Low
TXN0028063,U00428,M6501,513.04,2025-07-16 10:50:00,Hyderabad,Telangana,DEV82420,Android,SBI,Electronics,Debit Card,Success,,0,10,0,0,0,0,0,0,Low
TXN0028064,U01256,M9232,3444.79,2025-05-15 07:11:00,Bangalore,Karnataka,DEV93442,iPhone,Yes Bank,Electronics,Wallet,Success,,0,7,0,0,0,0,0,0,Low
TXN0028065,U02938,M9742,87.69,2025-02-20 03:54:00,Jaipur,Rajasthan,DEV80220,iPhone,Yes Bank,Fuel,UPI,Failed,Bank Timeout,0,3,1,0,0,0,0,20,Low
TXN0028066,U00343,M2505,207.73,2025-12-23 11:14:00,Ahmedabad,Gujarat,DEV51467,Android,PNB,Grocery,UPI,Success,,0,11,0,0,0,0,0,0,Low
TXN0028067,U03703,M8274,1472.09,2025-02-15 15:36:00,Pune,Maharashtra,DEV11487,Android,Kotak,Grocery,Debit Card,Success,,0,15,0,0,0,0,0,0,Low
TXN0028068,U02845,M5532,1778.04,2025-12-05 08:42:00,Delhi,Delhi,DEV82362,Android,Yes Bank,Electronics,Debit Card,Success,,0,8,0,0,0,0,1,15,Low
TXN0028069,U04113,M6453,2617.83,2025-11-29 09:56:00,Chennai,Tamil Nadu,DEV24160,Android,Yes Bank,Pharmacy,Wallet,Success,,0,9,0,0,0,0,0,0,Low
TXN0028070,U02653,M6508,600.21,2025-03-31 21:01:00,Jaipur,Rajasthan,DEV74071,iPhone,HDFC,Utilities,UPI,Success,,0,21,0,0,0,0,0,0,Low
TXN0028071,U01525,M5034,3687.29,2025-06-17 01:07:00,Mumbai,Maharashtra,DEV96079,Android,PNB,Food Delivery,Wallet,Success,,0,1,1,0,0,0,1,35,Medium
TXN0028072,U03675,M1054,6121.28,2025-09-15 17:56:00,Delhi,Delhi,DEV80305,iPhone,PNB,Fashion,Debit Card,Success,,0,17,0,0,0,0,1,15,Low
TXN0028073,U00003,M9824,1382.46,2025-04-17 10:36:00,Kolkata,West Bengal,DEV13278,Android,Yes Bank,Fashion,Credit Card,Success,,0,10,0,0,0,0,0,0,Low
TXN0028074,U03335,M7156,2858.67,2025-11-21 10:32:00,Bangalore,Karnataka,DEV41270,iPhone,SBI,Pharmacy,UPI,Success,,0,10,0,0,0,0,0,0,Low
TXN0028075,U00092,M8037,1488.24,2025-06-22 03:49:00,Pune,Maharashtra,DEV83000,Android,SBI,Grocery,Debit Card,Success,,0,3,1,0,0,0,0,20,Low
TXN0028076,U02189,M6901,144.0,2025-07-18 06:04:00,Lucknow,Uttar Pradesh,DEV77908,iPhone,ICICI,Pharmacy,Wallet,Failed,Bank Timeout,0,6,0,0,0,0,0,0,Low
TXN0028077,U02734,M4885,789.38,2025-09-13 09:39:00,Jaipur,Rajasthan,DEV37011,Android,Kotak,Fuel,Credit Card,Success,,0,9,0,0,0,0,0,0,Low
TXN0028078,U01344,M4597,183.11,2025-07-06 13:04:00,Lucknow,Uttar Pradesh,DEV27781,Android,Yes Bank,Utilities,Debit Card,Failed,Insufficient Balance,0,13,0,0,0,0,0,0,Low
TXN0028079,U01920,M1882,8997.86,2025-01-05 21:03:00,Jaipur,Rajasthan,DEV91394,Android,HDFC,Grocery,Credit Card,Success,,0,21,0,0,1,0,0,30,Low
TXN0028080,U04745,M5311,520.2,2025-07-09 19:10:00,Jaipur,Rajasthan,DEV72684,Android,SBI,Fuel,Credit Card,Failed,Insufficient Balance,0,19,0,0,0,0,0,0,Low
TXN0028081,U03013,M8311,2020.66,2025-03-15 06:43:00,Ahmedabad,Gujarat,DEV34825,iPhone,PNB,Electronics,Debit Card,Success,,0,6,0,0,1,0,0,30,Low
TXN0028082,U03183,M1368,669.11,2025-07-30 13:17:00,Chennai,Tamil Nadu,DEV96332,iPhone,Kotak,Grocery,UPI,Success,,0,13,0,0,0,0,0,0,Low
TXN0028083,U03137,M2700,2118.28,2025-06-29 02:17:00,Delhi,Delhi,DEV53874,Android,SBI,Grocery,Wallet,Success,,0,2,1,0,0,0,1,35,Medium
TXN0028084,U02318,M8570,472.46,2025-07-30 08:28:00,Kolkata,West Bengal,DEV27555,Android,ICICI,Pharmacy,Debit Card,Success,,0,8,0,0,0,0,0,0,Low
TXN0028085,U04572,M3021,3076.75,2025-09-13 13:52:00,Delhi,Delhi,DEV66283,Android,Axis,Fashion,UPI,Success,,0,13,0,0,0,0,1,15,Low
TXN0028086,U00119,M1921,234.89,2025-01-29 00:59:00,Ahmedabad,Gujarat,DEV86622,Android,Kotak,Fashion,Credit Card,Success,,0,0,1,0,0,0,0,20,Low
TXN0028087,U04084,M3303,4510.46,2025-09-07 15:25:00,Delhi,Delhi,DEV33865,iPhone,HDFC,Grocery,Debit Card,Success,,0,15,0,0,0,0,1,15,Low
TXN0028088,U02901,M4156,3670.44,2025-01-12 05:17:00,Bangalore,Karnataka,DEV81058,Android,SBI,Fuel,Credit Card,Success,,0,5,0,0,0,0,0,0,Low
TXN0028089,U00406,M9002,2271.43,2025-06-27 03:07:00,Pune,Maharashtra,DEV93136,Android,Yes Bank,Electronics,Wallet,Success,,0,3,1,0,0,0,0,20,Low
TXN0028090,U01452,M4526,139.59,2025-04-04 05:32:00,Delhi,Delhi,DEV20589,iPhone,Axis,Fuel,Wallet,Success,,0,5,0,0,0,0,1,15,Low
TXN0028091,U01901,M3821,467.83,2025-03-06 09:15:00,Ahmedabad,Gujarat,DEV60615,Android,Yes Bank,Travel,Wallet,Success,,0,9,0,0,0,0,0,0,Low
TXN0028092,U03348,M5955,3923.13,2025-07-01 21:15:00,Bangalore,Karnataka,DEV65448,iPhone,PNB,Travel,Wallet,Success,,0,21,0,0,0,1,0,35,Medium
TXN0028093,U04635,M5696,260.16,2025-11-27 22:31:00,Mumbai,Maharashtra,DEV91675,Android,PNB,Grocery,Credit Card,Success,,0,22,0,0,0,0,1,15,Low
TXN0028094,U03493,M5453,339.04,2025-08-05 10:33:00,Kolkata,West Bengal,DEV37767,Android,Axis,Utilities,Debit Card,Success,,0,10,0,0,0,0,0,0,Low
TXN0028095,U03192,M3012,1570.54,2025-11-20 04:11:00,Hyderabad,Telangana,DEV62534,Android,Axis,Fuel,Wallet,Success,,0,4,1,0,0,0,0,20,Low
TXN0028096,U04952,M7391,640.9,2025-02-15 10:06:00,Lucknow,Uttar Pradesh,DEV91810,Android,HDFC,Fuel,Credit Card,Success,,0,10,0,0,0,0,0,0,Low
TXN0028097,U02062,M9408,502.25,2025-01-14 12:20:00,Mumbai,Maharashtra,DEV56210,iPhone,Axis,Fashion,Wallet,Success,,0,12,0,0,0,0,1,15,Low
TXN0028098,U04419,M8161,1715.16,2025-01-10 22:05:00,Delhi,Delhi,DEV88792,Android,SBI,Electronics,Credit Card,Success,,0,22,0,0,0,0,1,15,Low
TXN0028099,U00919,M9408,932.27,2025-02-09 19:07:00,Hyderabad,Telangana,DEV59856,Android,ICICI,Fuel,Credit Card,Success,,0,19,0,0,0,0,0,0,Low
TXN0028100,U04255,M9260,302.95,2025-12-11 17:09:00,Bangalore,Karnataka,DEV25765,Android,ICICI,Fuel,Debit Card,Success,,0,17,0,0,0,0,0,0,Low
TXN0028101,U00441,M8485,1530.81,2025-05-22 00:55:00,Ahmedabad,Gujarat,DEV23473,Android,ICICI,Pharmacy,Wallet,Success,,0,0,1,0,0,0,0,20,Low
TXN0028102,U04145,M7547,978.82,2025-10-24 19:08:00,Pune,Maharashtra,DEV19830,iPhone,Kotak,Fuel,Wallet,Success,,0,19,0,0,0,0,0,0,Low
TXN0028103,U00909,M1135,2652.41,2025-11-12 10:44:00,Lucknow,Uttar Pradesh,DEV34574,Android,Axis,Fuel,Debit Card,Success,,0,10,0,0,1,0,0,30,Low
TXN0028104,U02919,M9898,216.85,2025-03-26 15:15:00,Mumbai,Maharashtra,DEV69770,Android,HDFC,Travel,Wallet,Success,,0,15,0,0,0,0,1,15,Low
TXN0028105,U01253,M3827,1938.4,2025-01-14 08:59:00,Chennai,Tamil Nadu,DEV89569,Android,Yes Bank,Pharmacy,UPI,Success,,0,8,0,0,0,0,0,0,Low
TXN0028106,U01731,M2951,1147.15,2025-07-26 22:28:00,Lucknow,Uttar Pradesh,DEV87867,iPhone,HDFC,Electronics,Debit Card,Success,,0,22,0,0,0,0,0,0,Low
TXN0028107,U02045,M6469,1041.96,2025-09-13 13:03:00,Mumbai,Maharashtra,DEV81496,Android,HDFC,Electronics,Credit Card,Success,,0,13,0,0,0,0,1,15,Low
TXN0028108,U03136,M4626,528.68,2025-06-24 14:15:00,Hyderabad,Telangana,DEV67700,iPhone,SBI,Fuel,Wallet,Success,,0,14,0,0,0,1,0,35,Medium
TXN0028109,U04832,M9419,61.8,2025-05-04 17:36:00,Kolkata,West Bengal,DEV51426,Android,ICICI,Pharmacy,Debit Card,Failed,Network Error,0,17,0,0,0,1,0,35,Medium
TXN0028110,U00861,M5763,3763.66,2025-06-21 13:04:00,Jaipur,Rajasthan,DEV46241,iPhone,HDFC,Travel,Credit Card,Success,,0,13,0,0,0,0,0,0,Low
