order_id,city,order_time,delivery_time,order_status,payment_method,order_amount,delivery_fee,discount,final_amount,delivery_minutes,order_hour,order_day,order_month,is_weekend,is_peak_hour,sla_breach,weekday,order_segment,order_date
19493,Mumbai,2025-01-01 07:48:00,2025-01-01 08:17:00,Delivered,Card,666.11,16.18,79.4,602.89,29,7,Wednesday,January,False,False,False,Wednesday,Medium Value,2025-01-01
19494,Bangalore,2025-03-02 07:12:00,2025-03-02 07:28:00,Delivered,Card,1151.45,28.15,169.55,1010.05,16,7,Sunday,March,True,False,False,Sunday,Medium Value,2025-03-02
19495,Bangalore,2025-04-19 09:13:00,,Cancelled,Card,1970.59,16.87,137.32,1850.14,32,9,Saturday,April,True,True,True,Saturday,High Value,2025-04-19
19496,Bangalore,2025-02-13 14:18:00,2025-02-13 14:39:00,Delivered,Card,1265.78,62.72,229.49,1099.01,21,14,Thursday,February,False,True,False,Thursday,Medium Value,2025-02-13
19497,Delhi,2025-04-03 08:35:00,2025-04-03 08:47:00,Delivered,UPI,1582.39,69.14,285.6,1365.93,12,8,Thursday,April,False,True,False,Thursday,Medium Value,2025-04-03
19498,Mumbai,2025-04-10 21:59:00,2025-04-10 22:19:00,Delivered,Wallet,1578.83,36.42,379.31,1235.94,20,21,Thursday,April,False,True,False,Thursday,Medium Value,2025-04-10
19499,Mumbai,2025-03-06 23:20:00,2025-03-06 23:52:00,Delivered,UPI,1157.66,15.33,169.99,1003.0,32,23,Thursday,March,False,False,True,Thursday,Medium Value,2025-03-06
19500,Bangalore,2025-03-28 08:12:00,2025-03-28 08:36:00,Delivered,Cash on Delivery,220.47,32.45,29.29,223.63,24,8,Friday,March,False,True,False,Friday,Low Value,2025-03-28
19501,Bangalore,2025-01-18 10:51:00,2025-01-18 11:18:00,Delivered,UPI,1039.71,20.18,38.29,1021.6,27,10,Saturday,January,True,True,False,Saturday,Medium Value,2025-01-18
19502,Chennai,2025-03-24 08:04:00,,Cancelled,Card,1718.59,45.66,306.21,1458.04,16,8,Monday,March,False,True,False,Monday,Medium Value,2025-03-24
19503,Delhi,2025-02-22 16:12:00,2025-02-22 16:34:00,Delivered,Card,994.6,45.06,77.42,962.24,22,16,Saturday,February,True,False,False,Saturday,Medium Value,2025-02-22
19504,Pune,2025-04-13 12:33:00,2025-04-13 13:04:00,Delivered,Cash on Delivery,534.73,61.02,96.05,499.7,31,12,Sunday,April,True,False,True,Sunday,Low Value,2025-04-13
19505,Mumbai,2025-02-09 12:15:00,2025-02-09 12:39:00,Delivered,Cash on Delivery,767.81,49.83,102.88,714.76,24,12,Sunday,February,True,False,False,Sunday,Medium Value,2025-02-09
19506,Chennai,2025-01-14 21:15:00,2025-01-14 21:41:00,Delivered,Cash on Delivery,1969.01,41.23,213.33,1796.91,26,21,Tuesday,January,False,True,False,Tuesday,High Value,2025-01-14
19507,Ahmedabad,2025-01-22 20:28:00,2025-01-22 20:47:00,Delivered,UPI,186.36,55.93,30.45,211.84,19,20,Wednesday,January,False,True,False,Wednesday,Low Value,2025-01-22
19508,Delhi,2025-03-01 19:04:00,2025-03-01 19:23:00,Delivered,Cash on Delivery,728.79,22.19,73.77,677.21,19,19,Saturday,March,True,True,False,Saturday,Medium Value,2025-03-01
19509,Bangalore,2025-03-19 20:19:00,2025-03-19 20:29:00,Delivered,Wallet,2023.69,30.75,458.48,1595.96,10,20,Wednesday,March,False,True,False,Wednesday,High Value,2025-03-19
19510,Hyderabad,2025-01-18 07:44:00,2025-01-18 08:03:00,Delivered,UPI,249.12,37.28,27.25,259.15,19,7,Saturday,January,True,False,False,Saturday,Low Value,2025-01-18
19511,Hyderabad,2025-03-11 14:18:00,,Cancelled,Wallet,574.15,33.29,58.34,549.1,15,14,Tuesday,March,False,True,False,Tuesday,Medium Value,2025-03-11
19512,Mumbai,2025-04-15 09:34:00,2025-04-15 10:09:00,Delivered,Cash on Delivery,248.27,10.49,9.15,249.61,35,9,Tuesday,April,False,True,True,Tuesday,Low Value,2025-04-15
19513,Hyderabad,2025-01-13 21:56:00,,Cancelled,Cash on Delivery,2407.21,59.4,107.34,2359.27,22,21,Monday,January,False,True,False,Monday,High Value,2025-01-13
19514,Pune,2025-03-25 16:18:00,2025-03-25 16:29:00,Delivered,UPI,776.89,53.72,82.56,748.05,11,16,Tuesday,March,False,False,False,Tuesday,Medium Value,2025-03-25
19515,Hyderabad,2025-04-06 11:33:00,2025-04-06 11:58:00,Delivered,Cash on Delivery,493.96,68.78,67.48,495.26,25,11,Sunday,April,True,False,False,Sunday,Low Value,2025-04-06
19516,Chennai,2025-01-15 14:03:00,2025-01-15 14:25:00,Delivered,UPI,1834.32,50.34,0.09,1884.57,22,14,Wednesday,January,False,True,False,Wednesday,High Value,2025-01-15
19517,Hyderabad,2025-02-27 08:05:00,2025-02-27 08:26:00,Delivered,UPI,702.32,60.01,16.76,745.57,21,8,Thursday,February,False,True,False,Thursday,Medium Value,2025-02-27
19518,Delhi,2025-03-26 19:53:00,2025-03-26 20:25:00,Delivered,Cash on Delivery,316.51,58.4,9.54,365.37,32,19,Wednesday,March,False,True,True,Wednesday,Low Value,2025-03-26
19519,Chennai,2025-02-10 02:16:00,2025-02-10 02:42:00,Delivered,Wallet,776.23,10.1,42.46,743.87,26,2,Monday,February,False,False,False,Monday,Medium Value,2025-02-10
19520,Kolkata,2025-01-26 19:43:00,2025-01-26 20:15:00,Delivered,UPI,1595.49,36.85,73.47,1558.87,32,19,Sunday,January,True,True,True,Sunday,High Value,2025-01-26
19521,Hyderabad,2025-04-18 05:41:00,2025-04-18 05:51:00,Delivered,Card,287.5,46.24,17.78,315.96,10,5,Friday,April,False,False,False,Friday,Low Value,2025-04-18
19522,Ahmedabad,2025-02-04 13:20:00,2025-02-04 13:52:00,Delivered,Wallet,297.44,30.38,40.33,287.49,32,13,Tuesday,February,False,True,True,Tuesday,Low Value,2025-02-04
19523,Bangalore,2025-04-26 20:25:00,2025-04-26 20:41:00,Delivered,UPI,1125.38,28.45,208.36,945.47,16,20,Saturday,April,True,True,False,Saturday,Medium Value,2025-04-26
19524,Delhi,2025-04-07 12:45:00,2025-04-07 12:57:00,Delivered,Card,1682.46,57.42,179.86,1560.02,12,12,Monday,April,False,False,False,Monday,High Value,2025-04-07
19525,Ahmedabad,2025-04-05 18:06:00,2025-04-05 18:30:00,Delivered,Card,1458.16,39.89,285.37,1212.68,24,18,Saturday,April,True,False,False,Saturday,Medium Value,2025-04-05
19526,Chennai,2025-01-01 09:26:00,,Cancelled,UPI,1155.89,61.56,161.0,1056.45,33,9,Wednesday,January,False,True,True,Wednesday,Medium Value,2025-01-01
19527,Kolkata,2025-03-26 20:25:00,2025-03-26 20:40:00,Delivered,Wallet,1151.12,45.65,233.86,962.91,15,20,Wednesday,March,False,True,False,Wednesday,Medium Value,2025-03-26
19528,Mumbai,2025-03-22 21:15:00,2025-03-22 21:35:00,Delivered,Wallet,2412.81,41.54,483.18,1971.17,20,21,Saturday,March,True,True,False,Saturday,High Value,2025-03-22
19529,Hyderabad,2025-02-05 20:13:00,2025-02-05 20:46:00,Delivered,UPI,2182.0,11.13,136.38,2056.75,33,20,Wednesday,February,False,True,True,Wednesday,High Value,2025-02-05
19530,Bangalore,2025-02-11 19:07:00,2025-02-11 19:43:00,Delivered,UPI,2384.69,41.49,308.47,2117.71,36,19,Tuesday,February,False,True,True,Tuesday,High Value,2025-02-11
19531,Hyderabad,2025-03-16 09:53:00,2025-03-16 10:09:00,Delivered,Card,766.16,43.45,61.92,747.69,16,9,Sunday,March,True,True,False,Sunday,Medium Value,2025-03-16
19532,Ahmedabad,2025-02-20 19:38:00,,Cancelled,Card,2318.71,29.56,178.66,2169.61,18,19,Thursday,February,False,True,False,Thursday,High Value,2025-02-20
19533,Chennai,2025-04-18 09:38:00,2025-04-18 10:04:00,Delivered,Cash on Delivery,1824.48,25.23,178.93,1670.78,26,9,Friday,April,False,True,False,Friday,High Value,2025-04-18
19534,Kolkata,2025-02-23 04:11:00,,Cancelled,Cash on Delivery,799.52,39.01,118.86,719.67,23,4,Sunday,February,True,False,False,Sunday,Medium Value,2025-02-23
19535,Kolkata,2025-04-19 13:20:00,2025-04-19 13:48:00,Delivered,Card,427.27,17.6,15.49,429.38,28,13,Saturday,April,True,True,False,Saturday,Low Value,2025-04-19
19536,Chennai,2025-02-09 21:29:00,,Cancelled,Card,1989.21,41.28,427.41,1603.08,25,21,Sunday,February,True,True,False,Sunday,High Value,2025-02-09
19537,Pune,2025-02-20 10:13:00,2025-02-20 10:36:00,Delivered,Card,385.37,14.1,69.5,329.97,23,10,Thursday,February,False,True,False,Thursday,Low Value,2025-02-20
19538,Delhi,2025-04-06 08:14:00,2025-04-06 08:42:00,Delivered,Card,2396.26,30.74,268.86,2158.14,28,8,Sunday,April,True,True,False,Sunday,High Value,2025-04-06
19539,Mumbai,2025-04-01 14:15:00,2025-04-01 14:47:00,Delivered,Wallet,650.84,14.66,155.47,510.03,32,14,Tuesday,April,False,True,True,Tuesday,Medium Value,2025-04-01
19540,Kolkata,2025-02-19 20:48:00,2025-02-19 21:05:00,Delivered,UPI,577.04,24.34,74.27,527.11,17,20,Wednesday,February,False,True,False,Wednesday,Medium Value,2025-02-19
19541,Ahmedabad,2025-04-19 09:26:00,2025-04-19 09:44:00,Delivered,Card,2293.12,37.3,170.9,2159.52,18,9,Saturday,April,True,True,False,Saturday,High Value,2025-04-19
19542,Hyderabad,2025-03-21 10:51:00,2025-03-21 11:26:00,Delivered,UPI,2205.87,43.68,551.44,1698.11,35,10,Friday,March,False,True,True,Friday,High Value,2025-03-21
19543,Chennai,2025-01-24 14:22:00,2025-01-24 14:40:00,Delivered,Cash on Delivery,1549.86,45.36,324.15,1271.07,18,14,Friday,January,False,True,False,Friday,Medium Value,2025-01-24
19544,Mumbai,2025-02-08 10:31:00,2025-02-08 10:48:00,Delivered,UPI,661.9,17.1,39.69,639.31,17,10,Saturday,February,True,True,False,Saturday,Medium Value,2025-02-08
19545,Delhi,2025-03-03 14:02:00,2025-03-03 14:14:00,Delivered,Wallet,887.93,46.84,115.43,819.34,12,14,Monday,March,False,True,False,Monday,Medium Value,2025-03-03
19546,Ahmedabad,2025-03-10 12:31:00,2025-03-10 12:59:00,Delivered,UPI,1185.27,69.05,248.46,1005.86,28,12,Monday,March,False,False,False,Monday,Medium Value,2025-03-10
19547,Bangalore,2025-04-09 08:18:00,2025-04-09 08:56:00,Delivered,Wallet,238.35,57.88,55.17,241.06,38,8,Wednesday,April,False,True,True,Wednesday,Low Value,2025-04-09
19548,Kolkata,2025-04-07 14:58:00,2025-04-07 15:14:00,Delivered,Wallet,1489.21,39.3,141.93,1386.58,16,14,Monday,April,False,True,False,Monday,Medium Value,2025-04-07
19549,Hyderabad,2025-02-13 19:04:00,2025-02-13 19:30:00,Delivered,Wallet,538.26,54.04,57.21,535.09,26,19,Thursday,February,False,True,False,Thursday,Medium Value,2025-02-13
19550,Hyderabad,2025-01-15 08:02:00,2025-01-15 08:31:00,Delivered,UPI,2017.72,68.76,154.11,1932.37,29,8,Wednesday,January,False,True,False,Wednesday,High Value,2025-01-15
19551,Kolkata,2025-02-18 14:42:00,2025-02-18 15:02:00,Delivered,Cash on Delivery,2479.98,60.54,266.72,2273.8,20,14,Tuesday,February,False,True,False,Tuesday,High Value,2025-02-18
19552,Pune,2025-03-14 01:11:00,,Cancelled,Cash on Delivery,2282.5,15.26,258.1,2039.66,10,1,Friday,March,False,False,False,Friday,High Value,2025-03-14
19553,Ahmedabad,2025-04-03 10:25:00,2025-04-03 10:46:00,Delivered,Wallet,2129.26,35.83,102.9,2062.19,21,10,Thursday,April,False,True,False,Thursday,High Value,2025-04-03
19554,Ahmedabad,2025-01-22 16:59:00,2025-01-22 17:22:00,Delivered,UPI,1494.6,39.55,220.71,1313.44,23,16,Wednesday,January,False,False,False,Wednesday,Medium Value,2025-01-22
19555,Delhi,2025-01-16 20:32:00,2025-01-16 21:07:00,Delivered,Card,1097.28,17.22,135.11,979.39,35,20,Thursday,January,False,True,True,Thursday,Medium Value,2025-01-16
19556,Pune,2025-01-10 20:48:00,2025-01-10 21:07:00,Delivered,UPI,2492.05,11.06,171.68,2331.43,19,20,Friday,January,False,True,False,Friday,High Value,2025-01-10
19557,Kolkata,2025-02-18 13:04:00,2025-02-18 13:39:00,Delivered,UPI,264.59,25.91,54.68,235.82,35,13,Tuesday,February,False,True,True,Tuesday,Low Value,2025-02-18
19558,Chennai,2025-01-02 04:19:00,2025-01-02 04:45:00,Delivered,Cash on Delivery,900.77,48.76,52.92,896.61,26,4,Thursday,January,False,False,False,Thursday,Medium Value,2025-01-02
19559,Pune,2025-03-27 09:37:00,2025-03-27 10:13:00,Delivered,UPI,1402.5,27.79,133.51,1296.78,36,9,Thursday,March,False,True,True,Thursday,Medium Value,2025-03-27
19560,Pune,2025-02-23 08:24:00,2025-02-23 08:37:00,Delivered,Cash on Delivery,1604.89,52.58,206.75,1450.72,13,8,Sunday,February,True,True,False,Sunday,Medium Value,2025-02-23
19561,Ahmedabad,2025-02-23 09:55:00,2025-02-23 10:26:00,Delivered,Wallet,837.17,30.5,23.48,844.19,31,9,Sunday,February,True,True,True,Sunday,Medium Value,2025-02-23
19562,Kolkata,2025-03-28 11:05:00,,Cancelled,Card,1764.84,31.98,123.14,1673.68,23,11,Friday,March,False,False,False,Friday,High Value,2025-03-28
19563,Delhi,2025-03-19 13:03:00,2025-03-19 13:33:00,Delivered,Cash on Delivery,1786.13,51.12,242.32,1594.93,30,13,Wednesday,March,False,True,False,Wednesday,High Value,2025-03-19
19564,Pune,2025-02-28 13:10:00,2025-02-28 13:26:00,Delivered,Card,526.78,27.5,5.24,549.04,16,13,Friday,February,False,True,False,Friday,Medium Value,2025-02-28
19565,Bangalore,2025-02-28 21:21:00,2025-02-28 21:51:00,Delivered,Card,2070.93,45.78,485.0,1631.71,30,21,Friday,February,False,True,False,Friday,High Value,2025-02-28
19566,Pune,2025-04-18 21:17:00,2025-04-18 21:37:00,Delivered,Cash on Delivery,573.53,46.58,82.23,537.88,20,21,Friday,April,False,True,False,Friday,Medium Value,2025-04-18
19567,Mumbai,2025-04-03 09:15:00,,Cancelled,Wallet,667.1,44.19,146.27,565.02,16,9,Thursday,April,False,True,False,Thursday,Medium Value,2025-04-03
19568,Mumbai,2025-03-03 18:04:00,2025-03-03 18:28:00,Delivered,Wallet,1903.14,27.67,249.79,1681.02,24,18,Monday,March,False,False,False,Monday,High Value,2025-03-03
19569,Ahmedabad,2025-04-14 19:34:00,2025-04-14 19:44:00,Delivered,Cash on Delivery,771.23,22.96,126.3,667.89,10,19,Monday,April,False,True,False,Monday,Medium Value,2025-04-14
19570,Mumbai,2025-03-03 01:06:00,2025-03-03 01:36:00,Delivered,Cash on Delivery,1530.69,66.99,65.84,1531.84,30,1,Monday,March,False,False,False,Monday,High Value,2025-03-03
19571,Bangalore,2025-01-27 20:28:00,2025-01-27 20:54:00,Delivered,Card,943.17,32.62,56.88,918.91,26,20,Monday,January,False,True,False,Monday,Medium Value,2025-01-27
19572,Kolkata,2025-03-25 10:21:00,2025-03-25 11:13:00,Delivered,Card,1517.01,59.06,125.85,1450.22,52,10,Tuesday,March,False,True,True,Tuesday,Medium Value,2025-03-25
19573,Chennai,2025-03-25 23:44:00,2025-03-26 00:04:00,Delivered,Wallet,2386.93,33.64,350.51,2070.06,20,23,Tuesday,March,False,False,False,Tuesday,High Value,2025-03-25
19574,Hyderabad,2025-01-25 08:49:00,2025-01-25 08:59:00,Delivered,Cash on Delivery,1060.93,30.9,81.11,1010.72,10,8,Saturday,January,True,True,False,Saturday,Medium Value,2025-01-25
19575,Kolkata,2025-03-21 21:04:00,2025-03-21 21:31:00,Delivered,Cash on Delivery,1774.72,32.43,104.15,1703.0,27,21,Friday,March,False,True,False,Friday,High Value,2025-03-21
19576,Hyderabad,2025-03-07 21:46:00,2025-03-07 22:16:00,Delivered,UPI,633.68,49.54,147.72,535.5,30,21,Friday,March,False,True,False,Friday,Medium Value,2025-03-07
19577,Pune,2025-04-06 20:32:00,2025-04-06 21:12:00,Delivered,Card,1653.33,36.83,356.06,1334.1,40,20,Sunday,April,True,True,True,Sunday,Medium Value,2025-04-06
19578,Delhi,2025-02-27 17:52:00,2025-02-27 18:12:00,Delivered,Cash on Delivery,898.51,14.01,172.7,739.82,20,17,Thursday,February,False,False,False,Thursday,Medium Value,2025-02-27
19579,Bangalore,2025-03-08 13:14:00,2025-03-08 13:39:00,Delivered,Card,1774.41,33.62,337.52,1470.51,25,13,Saturday,March,True,True,False,Saturday,Medium Value,2025-03-08
19580,Bangalore,2025-02-26 14:23:00,2025-02-26 14:53:00,Delivered,Cash on Delivery,1052.51,19.17,207.46,864.22,30,14,Wednesday,February,False,True,False,Wednesday,Medium Value,2025-02-26
19581,Pune,2025-01-05 19:03:00,2025-01-05 19:23:00,Delivered,Card,2215.89,63.06,2.55,2276.4,20,19,Sunday,January,True,True,False,Sunday,High Value,2025-01-05
19582,Pune,2025-01-24 13:42:00,2025-01-24 13:57:00,Delivered,Cash on Delivery,172.8,28.35,6.64,194.51,15,13,Friday,January,False,True,False,Friday,Low Value,2025-01-24
19583,Pune,2025-03-13 09:01:00,2025-03-13 09:26:00,Delivered,Cash on Delivery,569.85,32.44,88.98,513.31,25,9,Thursday,March,False,True,False,Thursday,Medium Value,2025-03-13
19584,Pune,2025-03-18 14:47:00,2025-03-18 14:57:00,Delivered,UPI,2272.41,35.56,450.84,1857.13,10,14,Tuesday,March,False,True,False,Tuesday,High Value,2025-03-18
19585,Pune,2025-04-26 03:00:00,2025-04-26 03:16:00,Delivered,Wallet,418.51,63.01,94.06,387.46,16,3,Saturday,April,True,False,False,Saturday,Low Value,2025-04-26
19586,Delhi,2025-01-13 22:07:00,2025-01-13 22:35:00,Delivered,Card,1194.28,10.92,297.29,907.91,28,22,Monday,January,False,False,False,Monday,Medium Value,2025-01-13
19587,Kolkata,2025-02-15 09:06:00,2025-02-15 09:27:00,Delivered,Cash on Delivery,1618.77,12.89,299.81,1331.85,21,9,Saturday,February,True,True,False,Saturday,Medium Value,2025-02-15
19588,Pune,2025-04-15 14:05:00,2025-04-15 14:48:00,Delivered,Wallet,2012.45,66.85,443.19,1636.11,43,14,Tuesday,April,False,True,True,Tuesday,High Value,2025-04-15
19589,Delhi,2025-04-11 14:46:00,2025-04-11 14:57:00,Delivered,UPI,916.07,21.53,75.69,861.91,11,14,Friday,April,False,True,False,Friday,Medium Value,2025-04-11
19590,Delhi,2025-03-17 13:17:00,2025-03-17 13:41:00,Delivered,Wallet,191.92,24.25,44.18,171.99,24,13,Monday,March,False,True,False,Monday,Low Value,2025-03-17
19591,Pune,2025-03-22 22:16:00,2025-03-22 22:49:00,Delivered,Card,2488.19,48.96,387.43,2149.72,33,22,Saturday,March,True,False,True,Saturday,High Value,2025-03-22
19592,Mumbai,2025-04-18 08:42:00,2025-04-18 08:59:00,Delivered,Card,1716.59,15.22,400.18,1331.63,17,8,Friday,April,False,True,False,Friday,Medium Value,2025-04-18
19593,Chennai,2025-01-17 10:17:00,2025-01-17 10:47:00,Delivered,Cash on Delivery,1021.06,25.83,215.66,831.23,30,10,Friday,January,False,True,False,Friday,Medium Value,2025-01-17
19594,Delhi,2025-02-20 20:27:00,2025-02-20 20:55:00,Delivered,UPI,1275.92,15.95,153.82,1138.05,28,20,Thursday,February,False,True,False,Thursday,Medium Value,2025-02-20
19595,Hyderabad,2025-04-19 13:58:00,2025-04-19 14:29:00,Delivered,Wallet,149.58,31.06,16.37,164.27,31,13,Saturday,April,True,True,True,Saturday,Low Value,2025-04-19
19596,Ahmedabad,2025-02-11 10:45:00,2025-02-11 11:06:00,Delivered,UPI,1434.97,12.61,246.14,1201.44,21,10,Tuesday,February,False,True,False,Tuesday,Medium Value,2025-02-11
19597,Mumbai,2025-01-05 08:14:00,,Cancelled,UPI,1061.51,69.78,160.72,970.57,11,8,Sunday,January,True,True,False,Sunday,Medium Value,2025-01-05
19598,Mumbai,2025-03-03 21:50:00,2025-03-03 22:14:00,Delivered,Cash on Delivery,468.28,60.64,94.75,434.17,24,21,Monday,March,False,True,False,Monday,Low Value,2025-03-03
19599,Chennai,2025-02-18 23:07:00,,Cancelled,UPI,261.95,60.09,56.9,265.14,29,23,Tuesday,February,False,False,False,Tuesday,Low Value,2025-02-18
19600,Kolkata,2025-02-16 08:51:00,2025-02-16 09:01:00,Delivered,Wallet,2369.72,66.48,195.31,2240.89,10,8,Sunday,February,True,True,False,Sunday,High Value,2025-02-16
19601,Mumbai,2025-04-24 08:01:00,2025-04-24 08:30:00,Delivered,Card,2197.27,38.6,198.84,2037.03,29,8,Thursday,April,False,True,False,Thursday,High Value,2025-04-24
19602,Chennai,2025-04-15 14:51:00,2025-04-15 15:12:00,Delivered,Cash on Delivery,171.44,69.46,5.99,234.91,21,14,Tuesday,April,False,True,False,Tuesday,Low Value,2025-04-15
19603,Ahmedabad,2025-01-09 22:14:00,2025-01-09 22:48:00,Delivered,Card,1758.66,19.04,330.51,1447.19,34,22,Thursday,January,False,False,True,Thursday,Medium Value,2025-01-09
19604,Mumbai,2025-02-04 13:24:00,2025-02-04 13:47:00,Delivered,Cash on Delivery,1359.35,22.12,66.34,1315.13,23,13,Tuesday,February,False,True,False,Tuesday,Medium Value,2025-02-04
19605,Mumbai,2025-01-22 09:19:00,2025-01-22 09:29:00,Delivered,Wallet,174.59,45.52,3.03,217.08,10,9,Wednesday,January,False,True,False,Wednesday,Low Value,2025-01-22
19606,Hyderabad,2025-04-22 19:18:00,2025-04-22 19:49:00,Delivered,Card,1644.56,42.9,211.51,1475.95,31,19,Tuesday,April,False,True,True,Tuesday,Medium Value,2025-04-22
19607,Bangalore,2025-02-12 13:41:00,2025-02-12 14:03:00,Delivered,Card,1233.61,28.45,17.72,1244.34,22,13,Wednesday,February,False,True,False,Wednesday,Medium Value,2025-02-12
19608,Delhi,2025-03-25 14:47:00,2025-03-25 15:24:00,Delivered,Cash on Delivery,1377.77,30.76,319.5,1089.03,37,14,Tuesday,March,False,True,True,Tuesday,Medium Value,2025-03-25
19609,Bangalore,2025-04-05 08:57:00,2025-04-05 09:07:00,Delivered,Wallet,1296.2,23.82,287.95,1032.07,10,8,Saturday,April,True,True,False,Saturday,Medium Value,2025-04-05
19610,Pune,2025-01-04 18:15:00,2025-01-04 18:31:00,Delivered,Cash on Delivery,2194.16,14.84,18.2,2190.8,16,18,Saturday,January,True,False,False,Saturday,High Value,2025-01-04
19611,Delhi,2025-04-13 18:38:00,2025-04-13 18:59:00,Delivered,Cash on Delivery,1830.43,19.38,175.4,1674.41,21,18,Sunday,April,True,False,False,Sunday,High Value,2025-04-13
19612,Delhi,2025-04-16 08:01:00,2025-04-16 08:29:00,Delivered,Card,2420.33,21.55,76.06,2365.82,28,8,Wednesday,April,False,True,False,Wednesday,High Value,2025-04-16
19613,Mumbai,2025-04-01 13:17:00,2025-04-01 13:42:00,Delivered,Cash on Delivery,1812.7,29.72,333.48,1508.94,25,13,Tuesday,April,False,True,False,Tuesday,High Value,2025-04-01
19614,Chennai,2025-02-08 08:46:00,2025-02-08 09:02:00,Delivered,Wallet,1570.49,56.33,47.0,1579.82,16,8,Saturday,February,True,True,False,Saturday,High Value,2025-02-08
19615,Hyderabad,2025-02-22 09:35:00,2025-02-22 10:12:00,Delivered,UPI,346.81,48.66,42.63,352.84,37,9,Saturday,February,True,True,True,Saturday,Low Value,2025-02-22
19616,Bangalore,2025-03-06 19:41:00,2025-03-06 20:18:00,Delivered,Wallet,500.22,26.64,34.37,492.49,37,19,Thursday,March,False,True,True,Thursday,Low Value,2025-03-06
19617,Pune,2025-04-27 09:22:00,2025-04-27 09:54:00,Delivered,Wallet,524.03,65.06,85.36,503.73,32,9,Sunday,April,True,True,True,Sunday,Medium Value,2025-04-27
19618,Hyderabad,2025-04-19 11:56:00,2025-04-19 12:37:00,Delivered,UPI,2443.66,61.81,441.18,2064.29,41,11,Saturday,April,True,False,True,Saturday,High Value,2025-04-19
19619,Hyderabad,2025-04-25 10:56:00,2025-04-25 11:28:00,Delivered,Cash on Delivery,1170.76,12.46,183.32,999.9,32,10,Friday,April,False,True,True,Friday,Medium Value,2025-04-25
19620,Hyderabad,2025-02-14 19:26:00,2025-02-14 19:56:00,Delivered,Cash on Delivery,1020.73,55.31,168.12,907.92,30,19,Friday,February,False,True,False,Friday,Medium Value,2025-02-14
19621,Bangalore,2025-02-22 10:05:00,2025-02-22 10:38:00,Delivered,UPI,2480.9,16.15,35.31,2461.74,33,10,Saturday,February,True,True,True,Saturday,High Value,2025-02-22
19622,Pune,2025-03-17 14:56:00,2025-03-17 15:28:00,Delivered,Wallet,607.68,56.16,140.43,523.41,32,14,Monday,March,False,True,True,Monday,Medium Value,2025-03-17
19623,Pune,2025-01-18 14:02:00,2025-01-18 14:34:00,Delivered,Card,1707.2,20.25,289.85,1437.6,32,14,Saturday,January,True,True,True,Saturday,Medium Value,2025-01-18
19624,Bangalore,2025-04-17 13:32:00,2025-04-17 13:58:00,Delivered,Cash on Delivery,1362.68,26.32,146.75,1242.25,26,13,Thursday,April,False,True,False,Thursday,Medium Value,2025-04-17
19625,Mumbai,2025-01-08 13:38:00,2025-01-08 14:01:00,Delivered,UPI,138.53,29.8,27.67,140.66,23,13,Wednesday,January,False,True,False,Wednesday,Low Value,2025-01-08
19626,Mumbai,2025-02-24 20:19:00,2025-02-24 20:55:00,Delivered,Card,707.21,22.71,138.64,591.28,36,20,Monday,February,False,True,True,Monday,Medium Value,2025-02-24
19627,Hyderabad,2025-04-26 13:47:00,2025-04-26 14:17:00,Delivered,UPI,765.49,59.55,9.71,815.33,30,13,Saturday,April,True,True,False,Saturday,Medium Value,2025-04-26
19628,Ahmedabad,2025-01-24 16:18:00,,Cancelled,Wallet,230.59,47.03,50.29,227.33,44,16,Friday,January,False,False,True,Friday,Low Value,2025-01-24
19629,Mumbai,2025-01-22 13:02:00,2025-01-22 13:32:00,Delivered,UPI,1646.12,28.14,239.02,1435.24,30,13,Wednesday,January,False,True,False,Wednesday,Medium Value,2025-01-22
19630,Pune,2025-04-01 19:21:00,2025-04-01 19:59:00,Delivered,Card,2203.22,66.06,341.36,1927.92,38,19,Tuesday,April,False,True,True,Tuesday,High Value,2025-04-01
19631,Kolkata,2025-04-08 08:30:00,2025-04-08 08:45:00,Delivered,Card,918.71,21.67,35.1,905.28,15,8,Tuesday,April,False,True,False,Tuesday,Medium Value,2025-04-08
19632,Chennai,2025-01-10 13:46:00,2025-01-10 14:14:00,Delivered,Wallet,1887.44,68.81,149.01,1807.24,28,13,Friday,January,False,True,False,Friday,High Value,2025-01-10
19633,Delhi,2025-03-01 21:22:00,2025-03-01 21:48:00,Delivered,Cash on Delivery,2293.6,47.38,280.32,2060.66,26,21,Saturday,March,True,True,False,Saturday,High Value,2025-03-01
19634,Kolkata,2025-03-09 10:51:00,2025-03-09 11:22:00,Delivered,Cash on Delivery,265.06,61.75,13.21,313.6,31,10,Sunday,March,True,True,True,Sunday,Low Value,2025-03-09
19635,Chennai,2025-01-18 13:59:00,2025-01-18 14:36:00,Delivered,Cash on Delivery,1727.85,51.82,24.89,1754.78,37,13,Saturday,January,True,True,True,Saturday,High Value,2025-01-18
19636,Pune,2025-01-27 15:18:00,2025-01-27 15:45:00,Delivered,UPI,760.14,62.79,57.9,765.03,27,15,Monday,January,False,False,False,Monday,Medium Value,2025-01-27
19637,Mumbai,2025-03-19 13:54:00,2025-03-19 14:26:00,Delivered,UPI,922.12,33.49,139.07,816.54,32,13,Wednesday,March,False,True,True,Wednesday,Medium Value,2025-03-19
