order_id,city,category,order_amount,sla_minutes,cleaned_order_amount
42f5ef69-b476-4d7b-af65-c706ffa520f6,Ahmedabad,Frozen Food,342.9,10,342.9
033b32ed-abdc-4d85-9c76-286ca41b95b0,Hyderabad,Snacks,892.67,25,892.67
f02d73d8-b461-4f3f-b4cb-c46a5f55cab2,Chennai,Fruits,429.9,10,429.9
9f0003ab-be67-4824-8e0e-14b4cc4de654,Kolkata,Fruits,177.8,15,177.8
2ebeb660-905c-4d80-a2f5-04482a82ae62,Bangalore,Fruits,843.17,25,843.17
ed2a606f-3395-4b17-aa49-b634831fa2a9,Ahmedabad,Snacks,667.77,15,667.77
d681cf1a-3a50-486f-a109-efbf7a385f13,Ahmedabad,Frozen Food,397.53,25,397.53
4205e3e5-064d-4fbf-bf3e-d06460ecdc5b,Mumbai,Snacks,1105.34,10,1105.34
46f556c8-7ea4-46b0-9265-0668fe851bae,Bangalore,Beverages,166.49,10,166.49
2f3f5450-035e-4c27-9f9f-1024cb89419b,Hyderabad,Personal Care,341.85,15,341.85
e2c38a25-50bc-4baa-9a3a-09248dafa03a,Ahmedabad,Household,1129.92,10,1129.92
79678835-8f94-4cb8-929d-5d7a9618b8ba,Delhi,Beverages,534.85,10,534.85
35efd269-222f-4e14-aebc-37741252bc87,Mumbai,Frozen Food,284.98,15,284.98
6d1eba62-f9cc-4893-953b-52c7a11d6ca3,Mumbai,Snacks,473.72,10,473.72
6ffec924-34fb-4ba9-ac22-63edc7810d42,Hyderabad,Household,806.86,25,806.86
7b894014-04f6-49b5-a39f-32e84ccd215c,Hyderabad,Beverages,1138.43,15,1138.43
4b290af1-bbc8-4ff1-8b5f-840285196700,Chennai,Fruits,1140.91,10,1140.91
dc784966-7581-45d9-a98e-3da01745c7b3,Mumbai,Beverages,336.06,15,336.06
5487c0d0-9e28-4b27-a52c-5c0f79f9544a,Chennai,Household,1122.01,15,1122.01
098c8fbb-1138-4a69-973b-bedd109094b1,Delhi,Household,729.39,25,729.39
1d3a2554-14e9-4bf7-8f66-a85d8938db24,Bangalore,Personal Care,154.95,10,154.95
d7ef0f56-f6a0-41e6-9eb6-402a44b4961a,Delhi,Beverages,298.47,10,298.47
2a9167a8-5b04-4bbd-a26a-025b3b91740e,Kolkata,Snacks,483.37,25,483.37
9d0fea79-5c5d-4345-80fa-ae539f0ed995,Delhi,Personal Care,1077.03,15,1077.03
79bc2597-df66-4fbc-a74f-c839fbac366b,Delhi,Beverages,634.11,10,634.11
8cbe70e6-ac2e-4984-9130-9eb100eadfe5,Chennai,Beverages,787.31,25,787.31
57de5666-5dae-4828-9157-816af43a223f,Bangalore,Beverages,197.91,25,197.91
99b284e3-755b-4bd5-9bed-3f94d3f2b024,Pune,Snacks,308.2,25,308.2
3910e39f-385d-4f55-874f-871cc1d4cba8,Kolkata,Dairy,1186.16,10,1186.16
30984ea3-e143-4ae3-8ac9-8e8b56ccd268,Delhi,Fruits,1116.68,15,1116.68
9651e6b4-ea53-41a4-bbac-238503d387db,Mumbai,Beverages,693.81,10,693.81
562037ce-9c4b-497b-999e-e46bc9827942,Pune,Household,700.67,15,700.67
1c20bf60-0f03-47a4-a327-a7631861a10c,Hyderabad,Fruits,878.86,15,878.86
89ecdeb7-eece-4727-b7d7-019c2f895d26,Kolkata,Personal Care,502.08,10,502.08
6936cc43-f8f2-44f5-b4b0-3beb6944880c,Kolkata,Personal Care,763.14,15,763.14
8486e6e4-38e7-45ac-9867-d0edede708ef,Delhi,Frozen Food,202.09,10,202.09
3b723720-e683-42b6-aa8c-3025bbdf3536,Mumbai,Dairy,689.87,10,689.87
30974bdc-724c-4e35-b345-bc5819da770b,Chennai,Frozen Food,298.68,10,298.68
dfe64ff0-0efc-4297-bebc-2442c2d1cff7,Chennai,Personal Care,615.64,15,615.64
5be69f70-8a9a-4eeb-becc-d395a81f91ea,Bangalore,Frozen Food,704.17,15,704.17
71b6c076-bf83-4618-bb77-d31f6d173ad3,Mumbai,Snacks,634.1,25,634.1
50536e13-a2ce-40ac-bf38-f3a35f6d8078,Ahmedabad,Dairy,700.34,10,700.34
81843224-fdd8-4a64-875c-d010fc717765,Delhi,Dairy,645.7,25,645.7
9ca882ec-16a6-4c56-b054-6da869fc5bbf,Chennai,Snacks,714.82,25,714.82
ac106777-3526-4e01-9c8e-d72d2e519158,Kolkata,Dairy,418.54,25,418.54
719b436b-cf2e-418f-be03-21fb7d2f3e87,Bangalore,Personal Care,791.07,15,791.07
fa2012a5-e848-41ac-9bdc-0ba1bb6b6774,Ahmedabad,Beverages,625.16,15,625.16
be559ee5-734b-4088-a5f6-5894ea8182d6,Delhi,Beverages,298.21,25,298.21
92dfd0dc-065a-4df9-9673-a65b01b5d495,Ahmedabad,Frozen Food,867.85,15,867.85
ed4817e5-6eb2-4cb4-8175-b9e60dc4878e,Chennai,Snacks,654.89,15,654.89
aa4361c0-4b0d-4d1c-9d97-6e5ebe504d50,Hyderabad,Household,1078.31,25,1078.31
24987bab-0c61-4ce1-a704-52e906877fee,Chennai,Personal Care,378.45,10,378.45
f75b3408-ff04-4b0f-b41e-16785d4188f6,Mumbai,Personal Care,250.93,15,250.93
297b4d34-f207-48ac-82bd-126f45f2bc2b,Kolkata,Snacks,1173.72,10,1173.72
43060f51-b6e5-49df-9e90-659370dbd52f,Bangalore,Household,1110.77,15,1110.77
dfcd3b70-ae69-4e0f-b88e-7577b3ad7971,Ahmedabad,Snacks,826.88,15,826.88
92cbedc8-ee28-44dc-a886-2cee887a48f4,Mumbai,Fruits,963.84,15,963.84
48b9aaca-ceb5-48e3-a7b9-738b0fe8d7ba,Pune,Household,693.7,15,693.7
cb229a7b-1c76-46bb-b392-a0c388f820a7,Kolkata,Fruits,282.45,15,282.45
faa7df31-fe5e-43ec-87b3-403a9363e501,Hyderabad,Snacks,360.56,15,360.56
86caad3b-8626-48e1-9d30-204b08ef37a5,Hyderabad,Dairy,228.47,25,228.47
2a676697-6913-4b13-92d9-d29d2e229be4,Pune,Dairy,597.5,25,597.5
429a6baf-5dcc-4882-b8cf-2993fa4d46e7,Bangalore,Household,423.73,25,423.73
2715c92e-ec85-4b7e-b0f4-67037b110bef,Delhi,Personal Care,301.25,25,301.25
3b2b95a7-4a2a-453b-be5e-9653cc88f5ec,Pune,Dairy,1030.33,10,1030.33
5e36e116-60cb-42bf-a0fb-f17a3af7a217,Ahmedabad,Frozen Food,887.64,25,887.64
f7ee596c-3d43-41c2-850a-4ce52a97ff1a,Delhi,Dairy,170.92,25,170.92
0bc21ea4-14aa-4dd5-8fdf-d08d33a7718d,Ahmedabad,Personal Care,581.42,25,581.42
b1a52ea0-f968-4303-8b80-60407db33740,Delhi,Dairy,514.22,10,514.22
66ff2e8c-f6df-480a-bbd1-3021db29e39e,Delhi,Household,272.96,15,272.96
5d904a0d-9ac6-43db-ad04-5172bad05edb,Chennai,Snacks,998.1,15,998.1
a54e765e-0bb5-440b-8465-64bb6f440b17,Hyderabad,Snacks,405.86,25,405.86
502d8c1d-2375-4baf-b7cd-1a44afefc8b4,Hyderabad,Household,702.41,10,702.41
4892a196-ba6c-4c85-ac48-a7c3af171fd8,Chennai,Beverages,708.95,15,708.95
fec22e76-e1ee-44f6-b891-b73b8411dd1c,Delhi,Dairy,1029.59,15,1029.59
922c3245-ec50-4e02-a97c-ff2d4ba0fcc4,Kolkata,Fruits,215.44,25,215.44
680ceabd-97e5-44b4-9a47-e78777a673bc,Ahmedabad,Dairy,622.42,25,622.42
a70e3841-4109-490b-8df7-484957f119ff,Ahmedabad,Personal Care,578.77,25,578.77
db3b2fa3-a312-4d82-8b05-ad9a9392d2f7,Kolkata,Household,301.31,15,301.31
a7eef991-69c3-4c37-97f9-adab2449988e,Ahmedabad,Household,159.9,15,159.9
c11649c0-53ea-41ad-aea6-549e6c949a5e,Pune,Household,1111.89,25,1111.89
6df62aaf-84c2-47a6-9227-57e28dc202e3,Bangalore,Snacks,924.52,10,924.52
dfbf8327-ecc7-4efb-8a61-21169cc68198,Delhi,Dairy,1170.86,25,1170.86
32f24fc0-51b3-481a-b99c-802ded83cabb,Hyderabad,Snacks,647.25,10,647.25
400251f4-cc85-42e3-a22f-6420e2faf993,Mumbai,Snacks,1068.1,25,1068.1
8e4b3cf2-fd9e-43c9-bdb9-a7bcf8dc493a,Mumbai,Beverages,990.48,15,990.48
d34e6939-02b4-44a6-86ba-536789636d28,Delhi,Personal Care,323.02,10,323.02
3ceb47fb-f7f1-4c68-85c7-1ce941c4378b,Bangalore,Dairy,754.85,25,754.85
d90af237-992c-4f7f-8927-310a4dc0aa48,Ahmedabad,Personal Care,277.09,25,277.09
42527991-ee30-4b4c-b95b-4d43f77c1bd7,Bangalore,Beverages,318.63,15,318.63
bd1a6e9c-d461-4912-ae1b-e1c9855a7bb2,Mumbai,Dairy,1136.52,15,1136.52
9e0b1d74-0e42-45f2-9e74-20effe0c7eb9,Hyderabad,Personal Care,962.07,15,962.07
27f1e667-8952-4443-baf5-c569b589ff9f,Kolkata,Snacks,478.42,15,478.42
a6db4249-897d-489d-8f06-75562017483d,Bangalore,Frozen Food,468.2,10,468.2
9f2b3a3e-0d52-474f-bf5b-365f1930989b,Bangalore,Dairy,402.3,15,402.3
627437b0-3946-420a-8b40-2f62b851dce1,Chennai,Beverages,706.9,10,706.9
6a78a074-6f3f-4c1b-bb1f-ae260d7e0865,Hyderabad,Fruits,366.86,10,366.86
547a3cc5-ec20-4294-b30f-3771db175764,Chennai,Dairy,609.38,15,609.38
bf6c097b-511b-40f7-9163-6e24f9ee20b5,Chennai,Frozen Food,317.29,25,317.29
398f8b06-78b3-4fff-bed9-e648766fee3f,Hyderabad,Dairy,470.19,10,470.19
13cf5f17-3350-43ec-ad3d-cd65f5504db4,Hyderabad,Snacks,1027.83,25,1027.83
9f94fc5b-4565-4d92-99c8-a131334aeb2b,Delhi,Dairy,590.39,15,590.39
2c2f8d77-2781-451f-9707-c1f10c256368,Pune,Household,616.95,10,616.95
016b16ab-3f12-4522-9693-07c103424436,Pune,Household,500.55,15,500.55
c90a942a-7cc2-4560-ae43-fb67a3f39c71,Mumbai,Snacks,993.52,15,993.52
edc264b0-fd01-4bf1-8042-a36433d6168d,Kolkata,Snacks,503.2,15,503.2
a2957f95-91e4-4218-9abf-beedbd8b338d,Ahmedabad,Frozen Food,818.86,25,818.86
12c15c5b-a476-40f5-8a07-493180a786d2,Bangalore,Personal Care,748.92,10,748.92
35b862ad-b4a0-4877-831f-88a0fd205353,Mumbai,Household,235.4,15,235.4
8b182bf6-5954-46c3-9cda-8423aafc5e0c,Kolkata,Fruits,1087.34,25,1087.34
189e4a8e-c776-47fb-b348-be1a2256fc50,Delhi,Dairy,947.27,10,947.27
06a210e4-d509-4fe8-b024-0d20fb28bdfa,Hyderabad,Dairy,1037.91,25,1037.91
7aebf877-5b22-4839-86ff-c7a53ffc109c,Hyderabad,Frozen Food,1017.71,25,1017.71
ae214804-e3b6-48d0-95a9-ad401528444a,Pune,Snacks,869.53,25,869.53
d3a20e35-8bfe-40c1-a60b-b3fca0937c0f,Kolkata,Household,206.78,10,206.78
1b6ed9fc-3eba-4872-8c64-798dccac3084,Mumbai,Fruits,822.68,25,822.68
4ed5bf37-ec41-43b3-9d82-c2dc8073c365,Kolkata,Household,588.77,25,588.77
ec26c895-e5e7-42bb-bcee-eb0fc25de6b7,Pune,Fruits,1089.46,15,1089.46
15506354-9d1e-469b-9f69-a1d16ef2387e,Kolkata,Personal Care,1007.52,10,1007.52
026cd1ca-63d2-4a72-81e1-e6ad5131046d,Chennai,Frozen Food,751.32,15,751.32
91a432d2-8768-4a50-baa6-7a8cbca0f3b1,Chennai,Snacks,709.87,25,709.87
944192e4-3ac2-4550-aeee-d7669ae761cd,Delhi,Frozen Food,738.57,15,738.57
f5104752-36a5-4cad-9fae-5299815ab32f,Bangalore,Household,586.49,10,586.49
6a8fb001-3d70-4b14-bfd6-1bd03cd90db2,Pune,Snacks,528.28,10,528.28
49f79713-c870-405d-9488-7c0d190faefa,Ahmedabad,Personal Care,1043.09,10,1043.09
b8b3055d-303d-4bb0-a60d-83e9e46b5e8f,Pune,Snacks,388.22,15,388.22
bee7bacb-b5cb-4065-b616-af26064c0e68,Chennai,Snacks,747.39,10,747.39
5f50310c-c80b-4920-aa9e-112de90d93b5,Kolkata,Dairy,558.53,15,558.53
59967787-22c1-49ea-8d0c-b8f396c4b546,Bangalore,Snacks,944.16,10,944.16
03093d17-824f-4e9f-afa0-a12c443ae9da,Mumbai,Personal Care,1052.19,10,1052.19
67e09a5c-4690-43d1-a70b-dbaa5b7a45f3,Bangalore,Frozen Food,1084.88,15,1084.88
2ae6104b-38ac-4823-a6bc-ccab6cf5206e,Mumbai,Personal Care,317.4,15,317.4
ecaf3432-7693-40bb-a99d-4be7d189c026,Bangalore,Household,499.94,25,499.94
ca195181-befb-49d3-8594-5869387cb4d5,Hyderabad,Fruits,688.49,15,688.49
9355449a-9c50-4c32-bba6-032d9104be1b,Delhi,Personal Care,1062.32,15,1062.32
ec5cc1a4-196f-465e-ae4d-8bd03c9fce9a,Chennai,Fruits,881.9,25,881.9
6628fc69-5f0b-4542-b490-540e812f0a45,Kolkata,Household,853.72,25,853.72
3a049b00-4ffb-4ca4-9759-8e5b99434979,Pune,Beverages,1182.48,15,1182.48
41881d10-3977-4b1a-8e8f-12c81e608427,Bangalore,Frozen Food,697.22,15,697.22
ef407e97-a617-4ac6-b86d-5cc93e5c0faf,Mumbai,Personal Care,960.9,10,960.9
e44727fa-480d-4af7-b143-98783daa3f05,Kolkata,Frozen Food,208.82,25,208.82
3082495a-98c8-476d-85ac-19939e7e1a59,Pune,Dairy,923.69,15,923.69
377dce0c-50eb-4223-a0f5-2d0c0ef10073,Ahmedabad,Snacks,649.0,25,649.0
c988227a-f6ac-4aef-b47c-efba5b73e1c8,Mumbai,Dairy,991.14,10,991.14
4eed8d82-e9ac-4473-a350-b10e2622de17,Chennai,Snacks,374.83,10,374.83
0fdceea2-7d09-47df-8896-249f47cd523c,Bangalore,Dairy,878.96,25,878.96
3896486e-a138-463f-9b70-ee7d1a201d6c,Pune,Snacks,559.92,10,559.92
d2808b7b-5f50-40fd-b5d9-c5fb42f51e87,Mumbai,Beverages,294.31,25,294.31
efc0de40-6c55-410e-9f9e-4d33d01eda71,Chennai,Household,309.03,25,309.03
3522b3ac-6440-4a41-bcc5-eed3e0312a26,Pune,Personal Care,1132.86,15,1132.86
13702863-6427-4f5c-a6d3-56499e693378,Pune,Fruits,177.67,25,177.67
1ff70efd-b160-49d0-a088-8809792de146,Hyderabad,Fruits,464.62,10,464.62
42801558-6667-4f25-b7bd-13dabe3f63bf,Mumbai,Fruits,914.31,10,914.31
c5ea03ac-fbd9-4d27-b94e-cc37b1e17cdd,Delhi,Personal Care,347.66,25,347.66
540efb3e-bf0e-46a6-a26e-40cc14d711c0,Delhi,Household,1041.19,10,1041.19
e8ea23d1-7d83-4cf3-943a-1a556f0e25b8,Delhi,Dairy,589.23,25,589.23
7e8a9c99-566d-4f5d-89f6-8754f23c36de,Delhi,Dairy,852.17,25,852.17
0a1ca744-e615-46f9-a145-3519a90f42d8,Chennai,Snacks,564.12,10,564.12
0362fbda-b56b-4084-9f1c-4bdf01132fab,Mumbai,Household,963.83,15,963.83
7c44ec5f-9e68-4e5a-beb0-3884a5424672,Bangalore,Dairy,1070.86,15,1070.86
6e9d779d-d968-4ac5-854b-e2bf4fc6baae,Bangalore,Fruits,1043.97,15,1043.97
6fff6409-881c-40bd-b8fb-c65e28abd047,Hyderabad,Dairy,570.65,25,570.65
ba529d02-48cc-4c2e-83ea-aebf9dd312be,Bangalore,Household,1009.71,10,1009.71
c92bf23f-b6ae-4a29-91d9-9401d46d4f05,Mumbai,Dairy,841.84,15,841.84
97775973-d8b6-403c-ac0a-e226f88e0de2,Mumbai,Frozen Food,414.04,15,414.04
fb082ad0-bb4f-4e56-993e-4c21f9307d0a,Pune,Snacks,243.72,15,243.72
37e22fea-886b-4269-a3ae-53b60f3dc78f,Hyderabad,Personal Care,819.48,10,819.48
55683bea-0213-4b52-afa3-ef2001a6a646,Delhi,Beverages,1115.35,15,1115.35
9cc47669-7ea3-45ed-90f3-4819828bee6f,Kolkata,Household,1061.86,15,1061.86
2b92fd35-df4a-4d84-a2fc-6d3ee1d225ea,Bangalore,Snacks,771.87,10,771.87
10acf0f7-7995-450d-8f91-601bdc9c7f76,Delhi,Frozen Food,894.46,25,894.46
90799512-6709-41e4-bea8-9c995c1f29be,Mumbai,Beverages,716.48,10,716.48
be3ee00e-faac-4151-811e-47da10d955c1,Kolkata,Snacks,1181.48,10,1181.48
39b67057-e4f7-4683-a200-05765aad9036,Chennai,Dairy,763.75,10,763.75
f2b75265-a9f1-4f58-886f-f38617699a4c,Delhi,Household,431.29,15,431.29
d948d70f-e880-4ecc-92f1-93b3f7020282,Ahmedabad,Household,670.92,25,670.92
011027cf-c53d-4593-a3a5-9c491c5e0049,Chennai,Dairy,428.39,10,428.39
474dd352-75f8-4fd3-94fc-745b90041227,Pune,Personal Care,996.14,15,996.14
66bd3534-8785-44da-9ee8-5aadf071d5e1,Ahmedabad,Dairy,941.72,15,941.72
933d020b-36fe-48fd-a368-0a3eb9fff032,Ahmedabad,Dairy,878.91,10,878.91
a7a5bb7f-636f-4385-aef7-e7ce14b9997e,Ahmedabad,Frozen Food,222.75,25,222.75
bbe02ab5-e310-440e-9096-16e31e80f3f8,Bangalore,Snacks,804.57,15,804.57
e421409f-1c7f-4caf-bc30-7fd2705b1123,Ahmedabad,Household,630.49,10,630.49
3cf08e64-afff-4e0a-b311-471bfe2cbd16,Mumbai,Dairy,503.06,10,503.06
3b617c4b-5f11-4678-9fd2-81bed567293d,Mumbai,Snacks,927.18,10,927.18
362a5f09-87e3-4018-a433-a0862cc9af97,Pune,Personal Care,812.79,15,812.79
72f6f7c8-148e-442f-82c0-1724eda23bd2,Bangalore,Personal Care,962.88,25,962.88
e077408d-4cb9-4029-b4a0-6d60fd7dbd31,Pune,Household,468.96,15,468.96
f0fb8751-de4b-4c1d-afbc-3ed522fd4aee,Ahmedabad,Beverages,743.0,25,743.0
d4ebf39e-47c5-44c7-bbfc-15e39b7b3c63,Chennai,Fruits,171.17,25,171.17
ce0a5593-287b-439e-8c08-c84b89ad41c4,Ahmedabad,Beverages,786.94,15,786.94
4dda0f6b-3887-4ccc-a88c-a98f2810e1ba,Chennai,Dairy,203.46,25,203.46
e84f55e3-e9cd-4477-b356-1992e778a55e,Chennai,Household,1169.03,10,1169.03
65d62c74-16df-4fe8-a554-bb06b3a5508e,Delhi,Frozen Food,352.25,25,352.25
c373e29c-e4e2-45b4-8012-ea8365b3331e,Mumbai,Snacks,303.83,15,303.83
8dbd0355-09f1-4b8a-b489-6703579a431e,Chennai,Household,902.25,10,902.25
8fc345c7-c67d-4e15-9f78-8461698b0398,Chennai,Personal Care,1192.04,15,1192.04
12d77446-3d3a-482f-b60a-31f052fcffe1,Mumbai,Personal Care,383.12,15,383.12
05275266-45c6-4920-aeff-61a08dc4d7e3,Hyderabad,Dairy,906.33,10,906.33
fcd7e10e-f5e7-4880-8cd0-595bd87583fb,Bangalore,Snacks,559.94,10,559.94
d093d714-02c6-4a50-84bf-97cf22c28392,Bangalore,Snacks,1101.14,25,1101.14
100c5fd2-c6a3-4157-899a-1c5cf0873e06,Pune,Beverages,1083.47,15,1083.47
92902bb2-f8df-4c34-93ed-2970f53758dc,Mumbai,Dairy,366.1,25,366.1
72bc11a0-6a0f-4d39-9c4b-dbcecfa44eb5,Chennai,Beverages,358.27,15,358.27
60267c89-190f-4b6d-a421-ec9fa0be95c8,Pune,Personal Care,705.54,25,705.54
af303984-d203-4aab-baa8-db3d526ac653,Ahmedabad,Dairy,1191.42,25,1191.42
cee1a9bd-4b95-4da9-8636-e5baa1c009cf,Pune,Dairy,343.97,15,343.97
cc49bf05-8805-46b8-8231-1d65f2d4e395,Kolkata,Household,945.94,25,945.94
91ae9e79-723a-41a8-aa04-a1a7b158f402,Bangalore,Snacks,764.24,15,764.24
97bd20cf-c57a-4ada-bb72-f67f3b4c74cf,Bangalore,Dairy,504.79,25,504.79
d1f23b8d-14df-4c29-8555-bc7e76dc3e41,Mumbai,Beverages,719.06,15,719.06
414ef694-798a-46de-be80-84065021d9bc,Pune,Frozen Food,1110.76,15,1110.76
436fb5e3-cf79-4208-8f77-cf2cd09029d8,Ahmedabad,Fruits,828.04,10,828.04
52c0ac6e-8dcd-453a-a0cb-bb9ac5291011,Bangalore,Beverages,257.89,25,257.89
c9a97c60-c8dc-4a24-9bc7-50ded17f4ec4,Chennai,Fruits,674.02,25,674.02
0bc8929f-ae22-410f-ad0d-3129c4b75d17,Bangalore,Personal Care,1090.15,15,1090.15
d576cd34-fda3-4a22-8a66-faa404e6b91b,Pune,Fruits,1184.57,15,1184.57
11927f33-367d-4622-b783-b95de5472169,Kolkata,Household,777.11,25,777.11
3b9c0c31-7638-4fbc-82f4-e1bfe7242279,Pune,Frozen Food,1012.52,25,1012.52
03f7fd4d-2380-43c3-945c-c3acd4cffb69,Chennai,Snacks,312.5,15,312.5
90b03c71-3e05-4b02-bb0f-9ed950fa6ce2,Pune,Personal Care,783.43,25,783.43
86aed5f2-30b0-4f0f-ac58-71013bc45277,Pune,Snacks,960.61,10,960.61
9ce2d183-2795-4f35-8cb7-5528a2dff083,Hyderabad,Snacks,514.19,25,514.19
cb6bdcaa-2f8c-42db-a06e-9c9e762216a1,Chennai,Personal Care,1064.0,25,1064.0
552a642d-159a-4af2-ba06-baf278dc3ee6,Ahmedabad,Dairy,969.73,10,969.73
bdfb3317-566f-439a-9fde-df650c34f502,Mumbai,Beverages,657.02,10,657.02
a44758a3-bd50-4e71-8466-9c33ae387fd6,Hyderabad,Beverages,434.22,10,434.22
ed09859c-5917-4916-8fb9-9f3c18c3979e,Mumbai,Snacks,281.03,25,281.03
b55016a4-c097-4deb-bd68-bf0c90bc9c4e,Ahmedabad,Personal Care,1096.82,15,1096.82
7e0cb65b-9e34-481c-8768-f7e6703c31ba,Delhi,Dairy,883.11,25,883.11
1215304c-a82e-4d52-8d9b-e3def43781b4,Bangalore,Beverages,516.31,10,516.31
9a561bbd-994f-4735-932b-83aca93a10a3,Chennai,Frozen Food,381.27,25,381.27
dc6b43cc-9b9c-472c-9563-8852ecb0f461,Hyderabad,Personal Care,285.51,10,285.51
bbbe9249-d9f8-4cfd-9793-65dc2bc17eca,Mumbai,Fruits,844.43,15,844.43
45485561-804b-4765-9aa8-ff24f608cf8b,Delhi,Fruits,732.34,25,732.34
195e312e-c52d-482c-a19d-77bffeb44699,Hyderabad,Frozen Food,207.79,15,207.79
422b0d9a-2392-46eb-bde6-155006f44102,Hyderabad,Fruits,1172.31,10,1172.31
e4f44338-30a2-42d7-a5f3-cce9e5b3d123,Ahmedabad,Snacks,771.15,15,771.15
a74688c9-fe38-44ee-bbab-6845b0dffeb6,Chennai,Household,743.21,10,743.21
2af081f7-aa52-4af4-8bf6-d7bf190bf470,Bangalore,Household,1092.32,15,1092.32
c50877e0-cec3-4a5b-8e5a-e34b776335db,Mumbai,Personal Care,794.25,10,794.25
41e64f64-c3c6-45d2-b40d-8368545863b5,Mumbai,Snacks,583.78,25,583.78
2d34648a-5af0-4703-bc76-b97144d6999b,Kolkata,Snacks,239.03,10,239.03
e1bbaa9c-b731-4299-8f63-ff1e570a1dd3,Kolkata,Fruits,1008.39,10,1008.39
f9d4ba69-e8c8-4891-82a7-377dc77455bd,Bangalore,Beverages,701.25,25,701.25
7ceac4bc-c2c6-4b55-99cc-20d53d94e695,Ahmedabad,Snacks,1100.81,15,1100.81
40ff1f8d-991d-41c7-a9af-09d81412e2ff,Kolkata,Personal Care,399.48,15,399.48
bfc13070-10f8-42d4-8f0d-d4bba6e96083,Ahmedabad,Household,808.73,10,808.73
67ef2967-647c-460f-a4f3-551a1366dad6,Mumbai,Household,1021.28,10,1021.28
18edf5be-09d5-45ba-9b96-30493d282486,Ahmedabad,Beverages,1089.5,15,1089.5
15191e47-13fc-4204-8382-7c723c5379c3,Kolkata,Fruits,821.19,10,821.19
e2eb275f-b3c5-452e-8330-d3e4f0537183,Pune,Household,760.75,15,760.75
6fb0fa86-804c-4095-a354-2a807c8ead32,Pune,Beverages,611.34,15,611.34
596f16ab-0118-465c-9e4a-59d694017fe6,Ahmedabad,Personal Care,567.19,10,567.19
0d72671c-4059-4bb5-9d23-b631762489c5,Bangalore,Fruits,308.64,10,308.64
f6f5882b-0ac6-4f25-8b73-4ea41b4b18fb,Bangalore,Household,706.91,15,706.91
326c7d4c-f10c-43c3-8c71-3d79a83683f7,Mumbai,Beverages,216.91,10,216.91
5b0249de-f81e-4d68-b726-c98df22b990b,Mumbai,Beverages,638.79,15,638.79
ee7f45fd-8cb6-46c2-ad8b-0d6bd7add5c9,Pune,Fruits,323.45,10,323.45
6f4b68c1-2016-4562-b485-b3d102aa481a,Pune,Dairy,886.07,25,886.07
a2db846d-5391-42df-93d8-52642320f4e6,Hyderabad,Dairy,542.5,15,542.5
68d38a03-d7fa-4bd7-b5a3-c65e223a04ea,Hyderabad,Beverages,517.91,15,517.91
b157c257-896e-478b-8de9-d6210182ec1f,Bangalore,Fruits,741.47,15,741.47
1202c96d-1ffb-494e-92b3-9a5d2f9b2609,Delhi,Beverages,599.57,25,599.57
43c52b75-8b78-4ca1-8dbf-fdf00f4dd3c9,Pune,Frozen Food,717.13,15,717.13
c769f5ad-cdb3-44af-8dd5-5b98fadc895b,Pune,Snacks,927.23,10,927.23
ad6c0535-20d7-4648-8db7-af332fceaa34,Ahmedabad,Personal Care,863.89,10,863.89
8f1a4c4a-7922-481f-b011-90cf41c820c4,Chennai,Personal Care,670.94,10,670.94
ec1c467b-953d-44e7-ab3a-9c03cb94ab87,Bangalore,Fruits,630.34,25,630.34
7a3f6848-c3c1-4047-96b0-546d9156f978,Mumbai,Frozen Food,1057.27,25,1057.27
0348325e-5529-40f3-b270-bb03e3bea6b1,Delhi,Frozen Food,515.16,25,515.16
2122e98e-5862-4b08-98ab-8d9e9145877d,Kolkata,Fruits,737.11,10,737.11
dc6fb960-9e67-447c-9360-02cefcd6ffc8,Pune,Personal Care,504.21,15,504.21
f2c645e8-7177-4db3-8f2d-8ea921335a22,Mumbai,Snacks,957.42,10,957.42
753b73e7-6db5-4673-aee0-20a249474d29,Kolkata,Dairy,692.11,15,692.11
b0165d1a-918e-4a5d-9530-1fbd8c8ef942,Pune,Fruits,1141.94,25,1141.94
8e8b708d-dd41-4d7d-b4f9-a611e2193826,Bangalore,Beverages,622.38,25,622.38
86dd48cd-fc8d-4184-bc61-ab223fe7e4cd,Kolkata,Snacks,675.32,25,675.32
7a8a66d4-dbee-4f60-84e3-db99525b38b8,Mumbai,Household,707.35,15,707.35
1bbc0093-b57f-4635-84a2-089524cd6464,Ahmedabad,Frozen Food,640.31,10,640.31
48cb1120-efe6-4bf7-97ac-1db39461f4ca,Mumbai,Fruits,581.18,15,581.18
247ca42d-e8e5-42a6-bbe1-7f7330fdb8b0,Mumbai,Personal Care,744.79,25,744.79
28e9f719-e3fb-47e7-85c2-89739f1596c6,Delhi,Frozen Food,683.31,10,683.31
e27329c0-88d3-44ea-9230-fdf1c2dbf8d9,Ahmedabad,Personal Care,307.02,10,307.02
b12edd40-dcb5-44cb-858c-3f545b21b3c2,Hyderabad,Frozen Food,910.05,15,910.05
be0842e1-f96c-4b48-9e13-5c4c11abc85e,Chennai,Frozen Food,437.22,25,437.22
088c82ba-6fe5-4af3-89f6-ccdf655d065f,Ahmedabad,Fruits,446.01,15,446.01
d1c7e5be-b30f-4cba-b050-4049e5fcfa45,Pune,Personal Care,238.35,15,238.35
